"2022-08-26 04:28:21am "," update "," UPDATE product_details SET `product_name` = 'DELL G15 Core i7 12th Gen', `product_code` = '3525', `short_code` = 'dell-g15-core-i7-12th-gen', `short_description` = '16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office', `description` = '<ul style='box-sizing: border-box; margin: 0px 0px 0px 18px; color: rgb(15, 17, 17); padding: 0px; font-family: ""Amazon Ember"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Intel Core i7 Processor (12th Gen)</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>16 GB DDR5 RAM</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>64 bit Windows 11 Operating System</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>1 TB SSD</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>39.62 cm (15.6 Inch) Display</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>1 Year Premium Support</span> </li></ul>', `brand_id` = '1', `category_id` = '1', `child_category` = '9', `vendor_id` = '2', `mrp_price` = '150230', `discount` = '18', `net_price` = '123188.6', `tax` = '0', `qty` = '', `gst_amt` = 0, `discount_amt` = '18'_amt, `cover_img` = 'cover_image.webp', `stock` = '10', `meta_title` = 'DELL G15 Core I7 12th Gen', `meta_keyword` = 'DELL G15 Core I7 12th Gen', `meta_description` = 'DELL G15 Core I7 12th Gen', `modified_by` = '1', `modified` = '2022-08-26 04:28:21', `is_active` = 1 WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:28:21am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 2, '10', '2022-08-26 04:28:21') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:28:21am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 7, '64', '2022-08-26 04:28:21') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:28:21am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 8, '63', '2022-08-26 04:28:21') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:28:21am "," update "," UPDATE product_details SET `image` = 'g15-5521-se-gaming-laptop-dell-original-imagdkte88jfqpz8.webp|g15-5521-se-gaming-laptop-dell-original-imagdkteuggjhazz.webp|g15-5521-se-gaming-laptop-dell-original-imagdktexub4azcb.webp|g15-5521-se-gaming-laptop-dell-original-imagdkteyrhmvpwj.webp|g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.webp' WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:38:53am "," update "," UPDATE product_details SET `product_name` = 'DELL G15 Core i7 12th Gen', `product_code` = '3525', `short_code` = 'dell-g15-core-i7-12th-gen', `short_description` = '16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office', `description` = '<ul style='box-sizing: border-box; margin: 0px 0px 0px 18px; color: rgb(15, 17, 17); padding: 0px; font-family: ""Amazon Ember"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Intel Core i7 Processor (12th Gen)</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>16 GB DDR5 RAM</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>64 bit Windows 11 Operating System</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>1 TB SSD</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>39.62 cm (15.6 Inch) Display</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style='color: rgb(32, 33, 36); font-family: consolas, ""lucida console"", ""courier new"", monospace; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: pre-wrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>1 Year Premium Support</span></li></ul>', `brand_id` = '1', `category_id` = '1', `child_category` = '9', `vendor_id` = '2', `mrp_price` = '150230', `discount` = '18', `net_price` = '123188.6', `tax` = '0', `qty` = '', `gst_amt` = 0, `discount_amt` = '18'_amt, `cover_img` = 'cover_image.webp', `stock` = '10', `meta_title` = 'DELL G15 Core I7 12th Gen', `meta_keyword` = 'DELL G15 Core I7 12th Gen', `meta_description` = 'DELL G15 Core I7 12th Gen', `modified_by` = '1', `modified` = '2022-08-26 04:38:53', `is_active` = 1 WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:38:53am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 2, '10', '2022-08-26 04:38:53') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:38:53am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 7, '64', '2022-08-26 04:38:53') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:38:53am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('3', 8, '63', '2022-08-26 04:38:53') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:38:53am "," update "," UPDATE product_details SET `image` = 'g15-5521-se-gaming-laptop-dell-original-imagdkte88jfqpz8.webp|g15-5521-se-gaming-laptop-dell-original-imagdkteuggjhazz.webp|g15-5521-se-gaming-laptop-dell-original-imagdktexub4azcb.webp|g15-5521-se-gaming-laptop-dell-original-imagdkteyrhmvpwj.webp|g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.webp' WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/3"
"2022-08-26 04:49:55am "," update "," UPDATE product_details SET `product_name` = 'Dell Inspiron 3525 Laptop', `product_code` = '3525', `short_code` = 'dell-inspiron-3525-laptop', `short_description` = 'AMD Athlon Silver 3050U, Win 11 + MSO'21, 8GB GDDR4, 256Gb SSD, Radeon Graphics, 15.6"" (39.62Cms) HD Anti-Glare (D560766Win9Be, 1.68Kgs)', `description` = '<ul style='box-sizing: border-box; margin: 0px 0px 0px 18px; color: rgb(15, 17, 17); padding: 0px; font-family: ""Amazon Ember"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Processor: AMD Athlon Silver 3050U (2.30 GHz up to 3.20 GHz)</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">RAM &amp; Storage: 8GB DDR4 (2 DIMM Slots) &amp; 256GB SSD</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Display: 15.6"" HD AG Narrow Border</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Software: Win 11 + Office H&amp;S 2021</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Ports: 2 USB 3.2 Gen 1 ports, 1 USB 2.0 port, 1 Headset jack, 1 HDMI 1.4 port*, 1 SD 3.0 card slot</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">WiFi &amp; BT: 802.11ac 1x1 WiFi and Bluetooth</span></li></ul>', `brand_id` = '1', `category_id` = '1', `child_category` = '9', `vendor_id` = '1', `mrp_price` = '46236', `discount` = '32', `net_price` = '37099.2', `tax` = '18', `qty` = '', `gst_amt` = 6677.856, `discount_amt` = '32'_amt, `cover_img` = 'cover_image.jpg', `stock` = '50', `meta_title` = 'Dell Inspiron', `meta_keyword` = 'Dell Inspiron', `meta_description` = 'Dell Inspiron', `modified_by` = '1', `modified` = '2022-08-26 04:49:55', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/1"
