"2022-08-26 23:00:03pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `brand_id`, `category_id`, `child_category`, `vendor_id`, `mrp_price`, `discount`, `net_price`, `tax`, `qty`, `gst_amt`, `discount_amt`, `cover_img`, `stock`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `created_by`, `created`) VALUES('Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil  (400 ml)', '-', 'nihar-naturals-non-sticky-coconut-with-methi-&-jasmine-hair-oil-for-thick-&-strong-hair-hair-oil-400-ml', 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil  (400 ml)', '<p><span style=""color: rgb(33, 33, 33); font-family: Roboto, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">From the house of Marico Limited, home to heritage hair oils like Parachute Advansed and Hair &amp; Care- Nihar Naturals is built on the base of expertise and experience about hair. In todays time women have many more hair concerns than earlier- like rough hair, hairfall, frizzy hair, split.Naturals hair oil for women, your trusted brand understands your evolving hair care needs and is here to help you keep your hair healthy and beautiful. Coconut oil can go 10 layers deep in hair and lock in proteins so hair is not only strong from inside, but soft, shiny from the outside. This non sticky hair oil also helps repair damage the damage hair goes through due to pollution, dust and heat so that hair is always beautiful. Methi as a seed is very effective in helping hair growth and fighting hair fall - use Nihar Naturals hair oil regularly before every hair wash and see the difference. Created with the goodness of Coconut and methi, this oil nourishes hair from root to tip. To use simply take some oil in your palms, apply both on scalp and hair. You can take this relaxing jasmine oil and apply it for an hour or leave it overnight, wash it off with Shampoo Available in two delightful fragrances in the flowery notes of Jasmine and Rose, this fragrant hair oil will uplift your mood after a tiring day. This is a light hair oil non sticky in nature and is suitable for all seasons! Also try other offerings from Nihar Naturals- Nihar Shanti Sarson, Nihar Shanti Badam Amla, Nihar Shanti Jasmine and Nihar Gold!</span> </p>', '64', '5', '36', '1', '150', '10', '135', '0', '', 0, '10'_amt, 'cover_image.jpg', '50', 1, 0, 0, 'Nihar Naturals', 'Nihar Naturals', 'Nihar Naturals', '1', '2022-08-26 23:00:03') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/add-product"
"2022-08-26 23:00:03pm "," update "," UPDATE product_details SET `image` = '61ebOK0OigL._SY450_.jpg|61rNy9iJkkL._SY450_.jpg|71BQGO-HF8L._SY450_.jpg|71fvn2ZVrcL._SY450_.jpg|716FWJpC-LL._SY450_.jpg' WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/add-product"
"2022-08-26 23:00:48pm "," update "," UPDATE product_details SET `product_name` = 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil  (', `product_code` = '-', `short_code` = 'nihar-naturals-non-sticky-coconut-with-methi-&-jasmine-hair-oil-for-thick-&-strong-hair-hair-oil', `short_description` = 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil  (400 ml)', `description` = '<p><span style=""color: rgb(33, 33, 33); font-family: Roboto, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">From the house of Marico Limited, home to heritage hair oils like Parachute Advansed and Hair &amp; Care- Nihar Naturals is built on the base of expertise and experience about hair. In todays time women have many more hair concerns than earlier- like rough hair, hairfall, frizzy hair, split.Naturals hair oil for women, your trusted brand understands your evolving hair care needs and is here to help you keep your hair healthy and beautiful. Coconut oil can go 10 layers deep in hair and lock in proteins so hair is not only strong from inside, but soft, shiny from the outside. This non sticky hair oil also helps repair damage the damage hair goes through due to pollution, dust and heat so that hair is always beautiful. Methi as a seed is very effective in helping hair growth and fighting hair fall - use Nihar Naturals hair oil regularly before every hair wash and see the difference. Created with the goodness of Coconut and methi, this oil nourishes hair from root to tip. To use simply take some oil in your palms, apply both on scalp and hair. You can take this relaxing jasmine oil and apply it for an hour or leave it overnight, wash it off with Shampoo Available in two delightful fragrances in the flowery notes of Jasmine and Rose, this fragrant hair oil will uplift your mood after a tiring day. This is a light hair oil non sticky in nature and is suitable for all seasons! Also try other offerings from Nihar Naturals- Nihar Shanti Sarson, Nihar Shanti Badam Amla, Nihar Shanti Jasmine and Nihar Gold!</span></p>', `brand_id` = '64', `category_id` = '5', `child_category` = '36', `vendor_id` = '1', `mrp_price` = '150', `discount` = '10', `net_price` = '135', `tax` = '0', `qty` = '400', `gst_amt` = 0, `discount_amt` = '10'_amt, `cover_img` = 'cover_image.jpg', `stock` = '50', `meta_title` = 'Nihar Naturals', `meta_keyword` = 'Nihar Naturals', `meta_description` = 'Nihar Naturals', `modified_by` = '1', `modified` = '2022-08-26 23:00:48', `is_active` = 1 WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:00:48pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('10', 9, '75', '2022-08-26 23:00:48') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:00:48pm "," update "," UPDATE product_details SET `image` = '61ebOK0OigL._SY450_.jpg|61rNy9iJkkL._SY450_.jpg|71BQGO-HF8L._SY450_.jpg|71fvn2ZVrcL._SY450_.jpg|716FWJpC-LL._SY450_.jpg' WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:04:39pm "," update "," UPDATE product_details SET `product_name` = 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil (400 ML)', `product_code` = '-', `short_code` = 'nihar-naturals-non-sticky-coconut-with-methi-&-jasmine-hair-oil-for-thick-&-strong-hair-hair-oil-400-ml', `short_description` = 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil  (400 ml)', `description` = '<p><span style=""color: rgb(33, 33, 33); font-family: Roboto, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">From the house of Marico Limited, home to heritage hair oils like Parachute Advansed and Hair &amp; Care- Nihar Naturals is built on the base of expertise and experience about hair. In todays time women have many more hair concerns than earlier- like rough hair, hairfall, frizzy hair, split.Naturals hair oil for women, your trusted brand understands your evolving hair care needs and is here to help you keep your hair healthy and beautiful. Coconut oil can go 10 layers deep in hair and lock in proteins so hair is not only strong from inside, but soft, shiny from the outside. This non sticky hair oil also helps repair damage the damage hair goes through due to pollution, dust and heat so that hair is always beautiful. Methi as a seed is very effective in helping hair growth and fighting hair fall - use Nihar Naturals hair oil regularly before every hair wash and see the difference. Created with the goodness of Coconut and methi, this oil nourishes hair from root to tip. To use simply take some oil in your palms, apply both on scalp and hair. You can take this relaxing jasmine oil and apply it for an hour or leave it overnight, wash it off with Shampoo Available in two delightful fragrances in the flowery notes of Jasmine and Rose, this fragrant hair oil will uplift your mood after a tiring day. This is a light hair oil non sticky in nature and is suitable for all seasons! Also try other offerings from Nihar Naturals- Nihar Shanti Sarson, Nihar Shanti Badam Amla, Nihar Shanti Jasmine and Nihar Gold!</span></p>', `brand_id` = '64', `category_id` = '5', `child_category` = '36', `vendor_id` = '1', `mrp_price` = '150', `discount` = '10', `net_price` = '135', `tax` = '0', `qty` = '', `gst_amt` = 0, `discount_amt` = '10'_amt, `cover_img` = 'cover_image.jpg', `stock` = '50', `meta_title` = 'Nihar Naturals', `meta_keyword` = 'Nihar Naturals', `meta_description` = 'Nihar Naturals', `modified_by` = '1', `modified` = '2022-08-26 23:04:39', `is_active` = 1 WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:04:39pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('10', 9, '75', '2022-08-26 23:04:39') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:04:39pm "," update "," UPDATE product_details SET `image` = '61ebOK0OigL._SY450_.jpg|61rNy9iJkkL._SY450_.jpg|71BQGO-HF8L._SY450_.jpg|71fvn2ZVrcL._SY450_.jpg|716FWJpC-LL._SY450_.jpg' WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/10"
"2022-08-26 23:09:45pm "," insert "," INSERT INTO brand(`brand_name`, `short_code`, `brand_logo`, `created_by`, `created`) VALUES('TRESemme', 'tresemme', '', '1', '2022-08-26 23:09:45') "," ::1 "," URL: http://localhost/MultiVendor/submit-brand "," R: http://localhost/MultiVendor/add-brand"
"2022-08-26 23:14:48pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `brand_id`, `category_id`, `child_category`, `vendor_id`, `mrp_price`, `discount`, `net_price`, `tax`, `qty`, `gst_amt`, `discount_amt`, `cover_img`, `stock`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `created_by`, `created`) VALUES('tresemme Keratin Smooth Shampoo', '-', 'tresemme-keratin-smooth-shampoo', 'Tresemme Keratin Smooth Shampoo,With Keratin And Argan Oil For Smoother And Shinier Hair, 1 Ltr', '<ul style='box-sizing: border-box; margin: 0px 0px 0px 18px; color: rgb(15, 17, 17); padding: 0px; font-family: ""Amazon Ember"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Our keratin smooth system is infused with Keratin &amp; Argan Oil</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Nourishes your hair &amp; controls frizz, for upto 3 days</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Dual action, 100% smoother hair with more shine</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Lower Sulphate formula,suitable for both natural and chemically-treated hair</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Makes your tresses smoother, shinier and easier to style</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17);"">Especially formulated for indian hair &amp; suitable for use with oil treatments</span></li></ul>', '65', '5', '36', '2', '799', '24', '607.24', '0', '1', 0, '24'_amt, 'cover_image.jpg', '10', 1, 0, 0, 'Tresemme Keratin Smooth Shampoo', 'Tresemme Keratin Smooth Shampoo', 'Tresemme Keratin Smooth Shampoo', '1', '2022-08-26 23:14:48') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/add-product"
"2022-08-26 23:14:49pm "," update "," UPDATE product_details SET `image` = '61DTXH1VPdL._SY450_.jpg|61tqYqK-MVL._SY450_.jpg|61yaPZMum-L._SY450_.jpg|616MCnf-8dL._SL1002_.jpg|6125MeSF-DL._SY450_.jpg' WHERE 1=1  and product_id = '11' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/add-product"
