"2022-09-14 21:19:16pm "," update "," UPDATE user SET `last_login` = '2022-09-14 21:19:16' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-09-14 21:51:03pm "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`) VALUES('5', '10', '2') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addToCart "," R: "
"2022-09-14 21:51:31pm "," update "," UPDATE customer_cart SET `quantity` = '2' WHERE 1=1  and product_id = '10' and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/updateProductQty "," R: "
"2022-09-14 21:51:54pm "," update "," UPDATE customer_cart SET `quantity` = '2' WHERE 1=1  and product_id = '10' and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/updateProductQty "," R: "
"2022-09-14 21:52:47pm "," update "," UPDATE customer_cart SET `quantity` = '3' WHERE 1=1  and product_id = '10' and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/updateProductQty "," R: "
"2022-09-14 21:54:18pm "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('ORD-1', '1', 1, 100, 3, 270, 0, 10, '2022-09-14', 1, 1, '<strong>Roshni Lad</strong><br>05,mahyavanshi area,segvi ,<br>valsad , Gujarat ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:54:18pm "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `discount_amt`, `gst`, `gst_amt`) VALUES('1', '10', 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil (400 ML)', '3', '90', '100', 270, '10', '10'_amt, '0', '0'_amt) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:54:18pm "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES(NULL, '1', '1', 270, '2022-09-14', 1) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:54:18pm "," delete "," DELETE FROM customer_cart WHERE 1=1  and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:57:18pm "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`) VALUES('5', '10', '2') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addToCart "," R: "
"2022-09-14 21:57:39pm "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`) VALUES('1', '10', '2') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addToCart "," R: "
"2022-09-14 21:57:43pm "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('ORD-1', '1', 1, 200, 2, 180, 0, 10, '2022-09-14', 1, 1, '<strong>Roshni Lad</strong><br>05,mahyavanshi area,segvi ,<br>valsad , Gujarat ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:57:43pm "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `discount_amt`, `gst`, `gst_amt`) VALUES('1', '10', 'Nihar Naturals Non Sticky, Coconut with Methi & Jasmine Hair Oil For Thick & Strong Hair Hair Oil (400 ML)', '2', '90', '100', 180, '10', '10'_amt, '0', '0'_amt) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:57:43pm "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES(NULL, '1', '1', 180, '2022-09-14', 1) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-09-14 21:57:43pm "," delete "," DELETE FROM customer_cart WHERE 1=1  and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
